rank,name,singer,last_week,peak_pos,weeks_on_chart,chart_date,year,week
6,Too Good At Goodbyes,Sam Smith,4,4,10,2017-12-02,2017,48
7,Perfect,Ed Sheeran,8,12,8,2017-12-02,2017,48
8,1-800-273-8255,Logic Featuring Alessia Cara & Khalid,6,3,29,2017-12-02,2017,48
9,Feel It Still,Portugal. The Man,7,4,22,2017-12-02,2017,48
10,Mi Gente,J Balvin & Willy William Featuring Beyonce,3,20,3,2017-12-02,2017,48
11,What Lovers Do,Maroon 5 Featuring SZA,9,9,12,2017-12-02,2017,48
12,Sorry Not Sorry,Demi Lovato,11,6,19,2017-12-02,2017,48
13,No Limit,G-Eazy Featuring A$AP Rocky & Cardi B,10,10,0,2017-12-02,2017,48
14,Walk On Water,Eminem Featuring Beyonce,-,1,-,2017-12-02,2017,48
15,MotorSport,"Migos, Nicki Minaj & Cardi B",23,14,3,2017-12-02,2017,48
16,I Get The Bag,Gucci Mane Featuring Migos,14,11,13,2017-12-02,2017,48
17,Bad At Love,Halsey,20,11,20,2017-12-02,2017,48
18,...Ready For It?,Taylor Swift,30,4,11,2017-12-02,2017,48
19,New Rules,Dua Lipa,21,16,21,2017-12-02,2017,48
20,What About Us,P!nk,17,13,15,2017-12-02,2017,48
21,Unforgettable,French Montana Featuring Swae Lee,16,3,32,2017-12-02,2017,48
22,Despacito,Luis Fonsi & Daddy Yankee Featuring Justin Bieber,18,1,44,2017-12-02,2017,48
23,Rake It Up,Yo Gotti Featuring Nicki Minaj,22,8,20,2017-12-02,2017,48
24,Attention,Charlie Puth,19,5,30,2017-12-02,2017,48
25,I Fall Apart,Post Malone,29,8,29,2017-12-02,2017,48
26,Believer,Imagine Dragons,24,4,41,2017-12-02,2017,48
27,Bank Account,21 Savage,15,12,19,2017-12-02,2017,48
28,Praying,Kesha,22,19,22,2017-12-02,2017,48
29,Young Dumb & Broke,Khalid,25,25,18,2017-12-02,2017,48
30,Shape Of You,Ed Sheeran,26,1,45,2017-12-02,2017,48
31,Look What You Made Me Do,Taylor Swift,37,1,13,2017-12-02,2017,48
32,Strip That Down,Liam Payne Featuring Quavo,10,26,10,2017-12-02,2017,48
33,There's Nothing Holdin' Me Back,Shawn Mendes,6,30,6,2017-12-02,2017,48
34,That's What I Like,Bruno Mars,36,1,44,2017-12-02,2017,48
35,Slow Hands,Niall Horan,34,11,29,2017-12-02,2017,48
36,Congratulations,Post Malone Featuring Quavo,40,8,47,2017-12-02,2017,48
37,The Way Life Goes,Lil Uzi Vert Featuring Nicki Minaj,31,31,12,2017-12-02,2017,48
38,The Weekend,SZA,43,16,43,2017-12-02,2017,48
39,When It Rains It Pours,Luke Combs,38,33,16,2017-12-02,2017,48
40,How Long,Charlie Puth,44,6,44,2017-12-02,2017,48
41,Love.,Kendrick Lamar Featuring Zacari,-,18,21,2017-12-02,2017,48
42,Do Re Mi,blackbear,41,40,23,2017-12-02,2017,48
43,What Ifs,Kane Brown Featuring Lauren Alaina,39,26,23,2017-12-02,2017,48
44,Silence,Marshmello Featuring Khalid,54,42,14,2017-12-02,2017,48
45,Greatest Love Story,LANCO,52,11,52,2017-12-02,2017,48
46,Pills And Automobiles,"Chris Brown Featuring Yo Gotti, A Boogie Wit da Hoodie & Kodak Black",47,10,47,2017-12-02,2017,48
47,Humble.,Kendrick Lamar,46,1,33,2017-12-02,2017,48
48,XO TOUR Llif3,Lil Uzi Vert,45,7,34,2017-12-02,2017,48
49,Something Just Like This,The Chainsmokers & Coldplay,42,3,39,2017-12-02,2017,48
50,Crew,GoldLink Featuring Brent Faiyaz & Shy Glizzy,51,45,21,2017-12-02,2017,48
51,Wolves,Selena Gomez X Marshmello,55,35,4,2017-12-02,2017,48
52,Let You Down,NF,61,5,61,2017-12-02,2017,48
53,Meant To Be,Bebe Rexha & Florida Georgia Line,62,4,62,2017-12-02,2017,48
54,Plain Jane,A$AP Ferg Featuring Nicki Minaj,59,8,59,2017-12-02,2017,48
55,Unforgettable,Thomas Rhett,53,47,16,2017-12-02,2017,48
56,Ric Flair Drip,Offset & Metro Boomin,50,50,3,2017-12-02,2017,48
57,Ghostface Killers,"21 Savage, Offset & Metro Boomin Featuring Travis Scott",35,35,3,2017-12-02,2017,48
58,Gummo,6ix9ine,-,1,-,2017-12-02,2017,48
59,Roll In Peace,Kodak Black Featuring XXXTENTACION,56,53,13,2017-12-02,2017,48
60,Light It Up,Luke Bryan,63,12,63,2017-12-02,2017,48
61,Love So Soft,Kelly Clarkson,57,47,10,2017-12-02,2017,48
62,Like I Loved You,Brett Young,67,8,67,2017-12-02,2017,48
63,I'll Name The Dogs,Blake Shelton,58,58,10,2017-12-02,2017,48
64,Sky Walker,Miguel Featuring Travis Scott,69,8,69,2017-12-02,2017,48
65,Wanted You,NAV Featuring Lil Uzi Vert,-,1,-,2017-12-02,2017,48
66,Let Me Go,Hailee Steinfeld & Alesso Featuring Florida Georgia Line & Watt,68,64,8,2017-12-02,2017,48
67,Fix A Drink,Chris Janson,71,12,71,2017-12-02,2017,48
68,Good Old Days,Macklemore Featuring Kesha,72,4,72,2017-12-02,2017,48
69,Female,Keith Urban,-,1,-,2017-12-02,2017,48
70,Dusk Till Dawn,Zayn Featuring Sia,80,44,10,2017-12-02,2017,48
71,The Race,Tay-K,66,44,15,2017-12-02,2017,48
72,Every Little Thing,Carly Pearce,60,50,16,2017-12-02,2017,48
73,Call It What You Want,Taylor Swift,27,27,2,2017-12-02,2017,48
74,Losing Sleep,Chris Young,70,63,8,2017-12-02,2017,48
75,Yours,Russell Dickerson,74,74,5,2017-12-02,2017,48
76,Lights Down Low,MAX Featuring gnash,84,6,84,2017-12-02,2017,48
77,Round Here Buzz,Eric Church,76,76,8,2017-12-02,2017,48
78,Candy Paint,Post Malone,81,4,81,2017-12-02,2017,48
79,Lemon,N*E*R*D & Rihanna,65,65,2,2017-12-02,2017,48
80,Rubbin Off The Paint,YBN Nahmir,79,79,2,2017-12-02,2017,48
81,I Could Use A Love Song,Maren Morris,75,75,13,2017-12-02,2017,48
82,F**k Love,XXXTENTACION Featuring Trippie Redd,83,41,12,2017-12-02,2017,48
83,Jocelyn Flores,XXXTENTACION,77,31,12,2017-12-02,2017,48
84,Mayores,Becky G Featuring Bad Bunny,88,83,4,2017-12-02,2017,48
85,Ask Me How I Know,Garth Brooks,90,4,90,2017-12-02,2017,48
86,Relationship,Young Thug Featuring Future,87,65,13,2017-12-02,2017,48
87,Transportin',Kodak Black,86,46,13,2017-12-02,2017,48
88,Rap Saved Me,"21 Savage, Offset & Metro Boomin Featuring Quavo",64,64,3,2017-12-02,2017,48
89,Gorgeous,Taylor Swift,85,13,4,2017-12-02,2017,48
90,Sauce It Up,Lil Uzi Vert,89,49,12,2017-12-02,2017,48
91,Questions,Chris Brown,78,78,12,2017-12-02,2017,48
92,Smooth,Florida Georgia Line,91,89,7,2017-12-02,2017,48
93,Betrayed,Lil Xan,-,1,-,2017-12-02,2017,48
94,You Broke Up With Me,Walker Hayes,95,91,4,2017-12-02,2017,48
95,Broken Halos,Chris Stapleton,92,92,3,2017-12-02,2017,48
96,The Plan,G-Eazy,-,1,-,2017-12-02,2017,48
97,Pick It Up,Famous Dex Featuring A$AP Rocky,-,1,-,2017-12-02,2017,48
98,Go Flex,Post Malone,96,76,9,2017-12-02,2017,48
99,Too Much To Ask,Niall Horan,-,66,4,2017-12-02,2017,48
100,Patek Water,Future & Young Thug Featuring Offset,97,50,4,2017-12-02,2017,48
1,Rockstar,Post Malone Featuring 21 Savage,10,10,0,2017-12-09,2017,49
2,Havana,Camila Cabello Featuring Young Thug,15,15,0,2017-12-09,2017,49
3,Gucci Gang,Lil Pump,11,11,0,2017-12-09,2017,49
4,Thunder,Imagine Dragons,30,30,0,2017-12-09,2017,49
5,Perfect,Ed Sheeran,7,13,7,2017-12-09,2017,49
6,Bodak Yellow (Money Moves),Cardi B,5,1,21,2017-12-09,2017,49
7,Too Good At Goodbyes,Sam Smith,6,4,11,2017-12-09,2017,49
8,Feel It Still,Portugal. The Man,9,4,23,2017-12-09,2017,49
9,Sorry Not Sorry,Demi Lovato,12,6,20,2017-12-09,2017,49
10,What Lovers Do,Maroon 5 Featuring SZA,11,9,13,2017-12-09,2017,49
11,No Limit,G-Eazy Featuring A$AP Rocky & Cardi B,13,13,0,2017-12-09,2017,49
12,Mi Gente,J Balvin & Willy William Featuring Beyonce,10,3,21,2017-12-09,2017,49
13,1-800-273-8255,Logic Featuring Alessia Cara & Khalid,8,3,30,2017-12-09,2017,49
14,Bad At Love,Halsey,17,12,17,2017-12-09,2017,49
15,Bank Account,21 Savage,27,12,20,2017-12-09,2017,49
16,I Get The Bag,Gucci Mane Featuring Migos,11,14,11,2017-12-09,2017,49
17,MotorSport,"Migos, Nicki Minaj & Cardi B",15,14,4,2017-12-09,2017,49
18,New Rules,Dua Lipa,19,17,19,2017-12-09,2017,49
19,Despacito,Luis Fonsi & Daddy Yankee Featuring Justin Bieber,22,1,45,2017-12-09,2017,49
20,Wolves,Selena Gomez X Marshmello,51,5,51,2017-12-09,2017,49
21,I Fall Apart,Post Malone,25,9,25,2017-12-09,2017,49
22,Young Dumb & Broke,Khalid,29,19,29,2017-12-09,2017,49
23,Believer,Imagine Dragons,26,4,42,2017-12-09,2017,49
24,...Ready For It?,Taylor Swift,18,4,12,2017-12-09,2017,49
25,What About Us,P!nk,20,13,16,2017-12-09,2017,49
26,Praying,Kesha,28,22,20,2017-12-09,2017,49
27,Rake It Up,Yo Gotti Featuring Nicki Minaj,23,8,21,2017-12-09,2017,49
28,Unforgettable,French Montana Featuring Swae Lee,21,3,33,2017-12-09,2017,49
29,Gummo,6ix9ine,58,2,58,2017-12-09,2017,49
30,Attention,Charlie Puth,24,5,31,2017-12-09,2017,49
31,Shape Of You,Ed Sheeran,30,1,46,2017-12-09,2017,49
32,That's What I Like,Bruno Mars,34,1,45,2017-12-09,2017,49
33,There's Nothing Holdin' Me Back,Shawn Mendes,6,31,6,2017-12-09,2017,49
34,How Long,Charlie Puth,40,7,40,2017-12-09,2017,49
35,Congratulations,Post Malone Featuring Quavo,36,8,48,2017-12-09,2017,49
36,Strip That Down,Liam Payne Featuring Quavo,32,10,27,2017-12-09,2017,49
37,The Weekend,SZA,38,17,38,2017-12-09,2017,49
38,The Way Life Goes,Lil Uzi Vert Featuring Nicki Minaj,37,31,13,2017-12-09,2017,49
39,Love.,Kendrick Lamar Featuring Zacari,41,18,22,2017-12-09,2017,49
40,Slow Hands,Niall Horan,35,11,30,2017-12-09,2017,49
41,Do Re Mi,blackbear,42,40,24,2017-12-09,2017,49
42,Meant To Be,Bebe Rexha & Florida Georgia Line,53,5,53,2017-12-09,2017,49
43,Silence,Marshmello Featuring Khalid,44,42,15,2017-12-09,2017,49
44,Look What You Made Me Do,Taylor Swift,31,1,14,2017-12-09,2017,49
45,Greatest Love Story,LANCO,12,12,0,2017-12-09,2017,49
46,Pills And Automobiles,"Chris Brown Featuring Yo Gotti, A Boogie Wit da Hoodie & Kodak Black",11,11,0,2017-12-09,2017,49
47,Echame La Culpa,Luis Fonsi & Demi Lovato,-,1,-,2017-12-09,2017,49
48,Let You Down,NF,52,6,52,2017-12-09,2017,49
49,Humble.,Kendrick Lamar,47,1,34,2017-12-09,2017,49
50,Plain Jane,A$AP Ferg Featuring Nicki Minaj,54,9,54,2017-12-09,2017,49
51,When It Rains It Pours,Luke Combs,39,33,17,2017-12-09,2017,49
52,Rubbin Off The Paint,YBN Nahmir,80,3,80,2017-12-09,2017,49
53,Let Me Go,Hailee Steinfeld & Alesso Featuring Florida Georgia Line & Watt,66,9,66,2017-12-09,2017,49
54,Ric Flair Drip,Offset & Metro Boomin,56,50,4,2017-12-09,2017,49
55,Walk On Water,Eminem Featuring Beyonce,14,14,2,2017-12-09,2017,49
56,Roll In Peace,Kodak Black Featuring XXXTENTACION,59,53,14,2017-12-09,2017,49
57,Unforgettable,Thomas Rhett,55,47,17,2017-12-09,2017,49
58,Sky Walker,Miguel Featuring Travis Scott,64,9,64,2017-12-09,2017,49
59,Light It Up,Luke Bryan,60,13,60,2017-12-09,2017,49
60,Love So Soft,Kelly Clarkson,61,47,11,2017-12-09,2017,49
61,Like I Loved You,Brett Young,62,9,62,2017-12-09,2017,49
62,I'll Name The Dogs,Blake Shelton,63,58,11,2017-12-09,2017,49
63,Lemon,N*E*R*D & Rihanna,79,3,79,2017-12-09,2017,49
64,Wanted You,NAV Featuring Lil Uzi Vert,65,2,65,2017-12-09,2017,49
65,Ghostface Killers,"21 Savage, Offset & Metro Boomin Featuring Travis Scott",57,35,4,2017-12-09,2017,49
66,Candy Paint,Post Malone,78,5,78,2017-12-09,2017,49
67,Good Old Days,Macklemore Featuring Kesha,68,5,68,2017-12-09,2017,49
68,Dusk Till Dawn,Zayn Featuring Sia,70,44,11,2017-12-09,2017,49
69,Betrayed,Lil Xan,93,2,93,2017-12-09,2017,49
70,Lights Down Low,MAX Featuring gnash,76,7,76,2017-12-09,2017,49
71,The Race,Tay-K,44,16,44,2017-12-09,2017,49
72,Round Here Buzz,Eric Church,77,9,77,2017-12-09,2017,49
73,Yours,Russell Dickerson,75,6,75,2017-12-09,2017,49
74,Mayores,Becky G Featuring Bad Bunny,84,5,84,2017-12-09,2017,49
75,Losing Sleep,Chris Young,74,63,9,2017-12-09,2017,49
76,Ask Me How I Know,Garth Brooks,85,5,85,2017-12-09,2017,49
77,I Could Use A Love Song,Maren Morris,81,75,14,2017-12-09,2017,49
78,Fix A Drink,Chris Janson,67,67,13,2017-12-09,2017,49
79,Awful Things,Lil Peep,-,1,-,2017-12-09,2017,49
80,F**k Love,XXXTENTACION Featuring Trippie Redd,82,41,13,2017-12-09,2017,49
81,Relationship,Young Thug Featuring Future,86,65,14,2017-12-09,2017,49
82,Transportin',Kodak Black,87,46,14,2017-12-09,2017,49
83,Jocelyn Flores,XXXTENTACION,31,13,31,2017-12-09,2017,49
84,Every Little Thing,Carly Pearce,72,50,17,2017-12-09,2017,49
85,You Broke Up With Me,Walker Hayes,94,5,94,2017-12-09,2017,49
86,End Game,Taylor Swift Featuring Ed Sheeran & Future,-,1,-,2017-12-09,2017,49
87,Too Much To Ask,Niall Horan,99,66,5,2017-12-09,2017,49
88,Sauce It Up,Lil Uzi Vert,90,49,13,2017-12-09,2017,49
89,Pick It Up,Famous Dex Featuring A$AP Rocky,97,2,97,2017-12-09,2017,49
90,Home,"Machine Gun Kelly, X Ambassadors & Bebe Rexha",-,1,-,2017-12-09,2017,49
91,Go Flex,Post Malone,98,76,10,2017-12-09,2017,49
92,When We,Tank,-,1,-,2017-12-09,2017,49
93,Glorious,Macklemore Featuring Skylar Grey,-,49,19,2017-12-09,2017,49
94,Questions,Chris Brown,91,78,13,2017-12-09,2017,49
95,Beautiful Trauma,P!nk,-,1,-,2017-12-09,2017,49
96,No Smoke,YoungBoy Never Broke Again,-,1,-,2017-12-09,2017,49
97,Broken Halos,Chris Stapleton,95,92,4,2017-12-09,2017,49
98,The Rest Of Our Life,Tim McGraw & Faith Hill,-,1,-,2017-12-09,2017,49
99,Written In The Sand,Old Dominion,-,1,-,2017-12-09,2017,49
100,Faking It,Calvin Harris Featuring Kehlani & Lil Yachty,-,1,-,2017-12-09,2017,49
1,Rockstar,Post Malone Featuring 21 Savage,11,11,0,2017-12-16,2017,50
2,Havana,Camila Cabello Featuring Young Thug,16,16,0,2017-12-16,2017,50
3,Perfect,Ed Sheeran,5,14,5,2017-12-16,2017,50
4,Gucci Gang,Lil Pump,3,3,12,2017-12-16,2017,50
5,Thunder,Imagine Dragons,4,4,31,2017-12-16,2017,50
6,Too Good At Goodbyes,Sam Smith,7,4,12,2017-12-16,2017,50
7,Bodak Yellow (Money Moves),Cardi B,6,1,22,2017-12-16,2017,50
8,No Limit,G-Eazy Featuring A$AP Rocky & Cardi B,11,12,11,2017-12-16,2017,50
9,What Lovers Do,Maroon 5 Featuring SZA,10,14,10,2017-12-16,2017,50
10,Feel It Still,Portugal. The Man,8,4,24,2017-12-16,2017,50
11,Bad At Love,Halsey,14,13,14,2017-12-16,2017,50
12,Sorry Not Sorry,Demi Lovato,9,6,21,2017-12-16,2017,50
13,Mi Gente,J Balvin & Willy William Featuring Beyonce,12,3,22,2017-12-16,2017,50
14,1-800-273-8255,Logic Featuring Alessia Cara & Khalid,13,3,31,2017-12-16,2017,50
15,New Rules,Dua Lipa,18,18,18,2017-12-16,2017,50
16,I Get The Bag,Gucci Mane Featuring Migos,11,15,11,2017-12-16,2017,50
17,MotorSport,"Migos, Nicki Minaj & Cardi B",14,5,14,2017-12-16,2017,50
18,Bank Account,21 Savage,15,12,21,2017-12-16,2017,50
19,I Fall Apart,Post Malone,21,10,21,2017-12-16,2017,50
20,Wolves,Selena Gomez X Marshmello,6,6,0,2017-12-16,2017,50
21,All I Want For Christmas Is You,Mariah Carey,-,11,20,2017-12-16,2017,50
22,Young Dumb & Broke,Khalid,20,20,0,2017-12-16,2017,50
23,Despacito,Luis Fonsi & Daddy Yankee Featuring Justin Bieber,19,1,46,2017-12-16,2017,50
24,Unforgettable,French Montana Featuring Swae Lee,28,3,34,2017-12-16,2017,50
25,Believer,Imagine Dragons,23,4,43,2017-12-16,2017,50
26,Shape Of You,Ed Sheeran,31,1,47,2017-12-16,2017,50
27,Love.,Kendrick Lamar Featuring Zacari,39,18,23,2017-12-16,2017,50
28,MIC Drop,BTS Featuring Desiigner,-,1,-,2017-12-16,2017,50
29,Let You Down,NF,48,7,48,2017-12-16,2017,50
30,Attention,Charlie Puth,5,32,5,2017-12-16,2017,50
31,...Ready For It?,Taylor Swift,24,4,13,2017-12-16,2017,50
32,How Long,Charlie Puth,34,8,34,2017-12-16,2017,50
33,What About Us,P!nk,25,13,17,2017-12-16,2017,50
34,Rake It Up,Yo Gotti Featuring Nicki Minaj,27,8,22,2017-12-16,2017,50
35,Praying,Kesha,26,22,21,2017-12-16,2017,50
36,Silence,Marshmello Featuring Khalid,43,16,43,2017-12-16,2017,50
37,That's What I Like,Bruno Mars,32,1,46,2017-12-16,2017,50
38,The Weekend,SZA,37,37,18,2017-12-16,2017,50
39,The Way Life Goes,Lil Uzi Vert Featuring Nicki Minaj,38,31,14,2017-12-16,2017,50
40,Meant To Be,Bebe Rexha & Florida Georgia Line,42,6,42,2017-12-16,2017,50
41,Strip That Down,Liam Payne Featuring Quavo,36,10,28,2017-12-16,2017,50
42,There's Nothing Holdin' Me Back,Shawn Mendes,33,6,32,2017-12-16,2017,50
43,Plain Jane,A$AP Ferg Featuring Nicki Minaj,50,10,50,2017-12-16,2017,50
44,Do Re Mi,blackbear,41,40,25,2017-12-16,2017,50
45,Congratulations,Post Malone Featuring Quavo,35,8,49,2017-12-16,2017,50
46,Rubbin Off The Paint,YBN Nahmir,52,4,52,2017-12-16,2017,50
47,Humble.,Kendrick Lamar,49,1,35,2017-12-16,2017,50
48,Greatest Love Story,LANCO,45,45,13,2017-12-16,2017,50
49,Ric Flair Drip,Offset & Metro Boomin,54,5,54,2017-12-16,2017,50
50,Slow Hands,Niall Horan,40,11,31,2017-12-16,2017,50
51,Pills And Automobiles,"Chris Brown Featuring Yo Gotti, A Boogie Wit da Hoodie & Kodak Black",46,46,12,2017-12-16,2017,50
52,Codeine Dreaming,Kodak Black Featuring Lil Wayne,-,1,-,2017-12-16,2017,50
